length,width,height,volume,weight,fragile,iflammable,fits_rate,types,destinations_ACE,destinations_Akademiska.hus,destinations_Biblioteket,destinations_Chalmers.verksamhetsstöd,destinations_E.huset,destinations_Fysik,destinations_Maskin,destinations_Postrum.SB3,destinations_SB3,destinations_Stena.center,destinations_Vasa.2.3,destinations_Vasa.7,commodity_Books,commodity_Clothes,commodity_Daily.necessities,commodity_Electronic.product,commodity_Food,commodity_Games,commodity_IT.infrastructure,commodity_Laboratory.equipment,commodity_Machinary,commodity_Medical.supply,commodity_Rubber.products,commodity_Tools.and.supplies
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7,19,16,7508.8,2428,0,0,0.050058667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.5,20.5,17.4,9809.25,899,0,0,0.065395,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,24,1,804,233,0,0,0.00536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5,29.8,4.2,4943.82,634,0,0,0.0329588,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,23,7.5,5433.75,661,0,0,0.036225,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,17,14,6188,401,0,0,0.041253333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.6,18.5,15.5,7054.05,205,0,0,0.047027,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,23,6.5,4709.25,294,0,0,0.031395,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11.6,10,2552,256,0,0,0.017013333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,24,21.2,12465.6,546,0,0,0.083104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.5,36.5,19,35021.75,1427,0,0,0.233478333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5,24.2,19.8,18926.82,10000,0,0,0.1261788,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5,24.2,19.8,18926.82,10000,0,0,0.1261788,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,22.2,19,14552.1,2952,0,0,0.097014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,22.5,1,697.5,471,0,0,0.00465,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,23.5,4,3149,1074,0,0,0.020993333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34.7,27,8,7495.2,2692,0,0,0.049968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,13,8.7,2035.8,363,0,0,0.013572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,17,12512,1980,0,0,0.083413333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,10.2,7507.2,963,0,0,0.050048,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,12,7.5,2880,617,0,0,0.0192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93.5,38.4,24.5,87964.8,60000,0,0,0.586432,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5,33,33,48460.5,4020,0,0,0.32307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,23.5,4.5,3542.625,2428,0,0,0.0236175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,29.5,9,10221.75,4175,0,0,0.068145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.5,13.5,11,11063.25,3245,0,0,0.073755,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,60,30.5,124440,21000,0,0,0.8296,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.5,16,4.5,3708,802,0,0,0.02472,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.5,30,18,20790,867,0,0,0.1386,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.5,30,18,20790,867,0,0,0.1386,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,24.5,1.5,918.75,1974,0,0,0.006125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.3,28.5,6,5181.3,1000,0,0,0.034542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.3,28.5,6,5181.3,1000,0,0,0.034542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,32.5,11,15730,4000,0,0,0.104866667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,40,20.5,47560,1000,0,0,0.317066667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,50.7,47.6,127905.96,8000,1,0,0.8527064,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,26.5,25.5,27705.75,7800,0,0,0.184705,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,26.5,25.5,27705.75,7800,0,0,0.184705,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,26.5,25.5,27705.75,7800,0,0,0.184705,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46.5,38,34.5,60961.5,3500,0,0,0.40641,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47.5,33,27.5,43106.25,2000,0,0,0.287375,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55.5,31,21.5,36990.75,6350,1,0,0.246605,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,35,13.5,25987.5,1000,0,0,0.17325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.5,39.4,21,49230.3,2200,0,0,0.328202,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,25,16.5,13612.5,2000,0,0,0.09075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17.5,16.5,4.5,1299.375,1000,0,0,0.0086625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,22.7,10,7264,1000,0,0,0.048426667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,33,11,15972,1000,0,0,0.10648,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.5,23,20.5,19095.75,13000,0,0,0.127305,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,22.5,8.7,4502.25,236,1,0,0.030015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,39,38.3,58254.3,1180,1,1,0.388362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,47,41,115620,17600,1,1,0.7708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,38.5,29,43543.5,2210,0,0,0.29029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,16.5,13.5,4900.5,418,0,1,0.03267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,25,19.2,15840,2366,1,1,0.1056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,25,19.2,15840,2366,1,1,0.1056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.5,23.5,4.5,3542.625,1538,0,0,0.0236175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,38.5,28,41503,1700,0,0,0.276686667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38.5,38.5,28,41503,2210,1,1,0.276686667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,32.5,26.5,34450,1770,1,1,0.229666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38.5,38.5,28,41503,3550,1,0,0.276686667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38.5,26,21,21021,12000,1,0,0.14014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,22,2.5,1705,1500,0,0,0.011366667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,21.5,16.5,9223.5,1200,0,0,0.06149,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.5,16.5,13.5,5902.875,1000,0,0,0.0393525,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,30.5,109800,15300,1,0,0.732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
